msno,payment_method_id,payment_plan_days,plan_list_price,actual_amount_paid,is_auto_renew,transaction_date,membership_expire_date,is_cancel
5LCLohK8L0MAkzQ5RNwk1jbmvg+pnsr+9hbu0ePFLxI=,36,30,180,180,1,2017-01-10,2017-02-09,0
4WIPgbhqamAckwuopulak5tSprGXfS3IpfDOW/+OMQ8=,41,30,149,0,1,2015-01-26,2016-01-25,0
kM178vc6aV7oImnKBB5sG38gadsB7ID+V5Qg+iB5lnw=,41,30,149,149,1,2015-07-08,2015-08-08,0
nBa4JxlW3k/H80nMW4YZ7wLq/0btQrdPzFZd8RpC6Lc=,40,30,149,149,1,2016-08-21,2016-09-20,0
QOsDzRKkaoK0LFbtd2nX+AL+owgMJdaUPtE9cyYVP48=,41,30,100,100,1,2017-02-06,2017-03-05,0
aywel/tS1ymMvIdyhrGPTCJT3BG92fmeXUUUQWZo+iU=,35,7,0,0,0,2015-06-03,2015-06-15,0
g9sUfPdTxzAxiwK1+AMZK19fKqp3cmuRk6IF7/PAFEk=,41,30,119,119,1,2016-01-05,2016-01-05,1
BpmVWSRNljH/4iy8E63i3IR3rNyhlkFGhublleleOrQ=,39,30,149,149,1,2015-09-30,2015-11-12,0
hod+BDdDSfWnc9ZFiTtOqKqGLYTzfq3BBnzXHutn46I=,40,31,149,149,1,2015-02-14,2015-03-13,0
n2cteecNDuUGEMm+WbkbZn6VocmIv/bps8xxPSEkfXk=,35,7,0,0,0,2016-10-26,2016-11-02,0
KoX1MK++peU+FMxaEmCzLKK9N+R3PUr4KmcMqlsKLD4=,30,30,129,129,1,2017-02-06,2017-03-05,0
b6X06pyHySY5ohtkWemZ95pOuZ3Sf7D3JcAMMt3xBKs=,39,31,149,149,1,2015-03-31,2015-05-19,0
tL53Qa4H+wilQ92t9lXjnRGkEcpRA6VhuVlHeTx1sDM=,41,30,99,99,1,2016-05-31,2016-06-30,0
+9lySVLtBzlN0fp0o/f1hYHq2BwT2r3qxJSgXZB8TGk=,30,30,149,149,1,2015-12-17,2016-01-16,0
6+2SycgYSxQ3Zoqx4cKqB1PBFDSwoo24nGo79AHJ3Ag=,41,30,129,129,1,2017-01-05,2017-02-05,0
GNr7OVopO6yFJjN6Y9w9+HfBcEQyKdxH9UJR5q2nZBE=,35,7,0,0,0,2016-10-29,2016-11-05,0
9XFu1cDa5xjJ9F2KkKFlZaySg6ljmgwIfXMEfeLUJvU=,14,30,149,149,1,2016-01-31,2016-02-29,0
0WG5jdgsF2487P/RmmGNJlfQbjWM7RG+OPIp8g8oxZk=,36,30,150,150,0,2016-03-07,2016-04-06,0
/G/XFknHm94YVoCefhCyvnB9mAFM0rUSMqSNA/n+jTg=,34,0,0,149,1,2015-10-31,2015-11-30,0
x5u4fSrF8gBYEWxiWvTcfFuuHEYWmvynRC4fih9Pd+E=,38,30,149,149,0,2016-06-02,2016-07-03,0
EiSxwEiaxRG0sA/nPWZaQ8kN/SZHW4I7JoUKWP4B6wE=,38,30,149,149,0,2015-04-16,2015-05-16,0
hDsKshuBZZu4HcbNTcNXY1tvaF7+rmNVOFt4R7Evu2c=,41,30,149,149,1,2016-02-06,2016-03-07,0
7Quv3Pq+zVTXG8tWBiVvgGoJ4x2QGMyEH83YIBT0kOE=,40,30,149,149,1,2016-01-18,2016-02-17,0
3lppu6BqeR4/JKC3Qzz6sTHO0YSBs9gDmfnapGa1V/w=,40,30,149,149,1,2016-01-11,2016-02-11,0
m/Vb+S9uri+noMH3gjCHGnwpqHj28yzvbORxYfcFfY0=,36,30,180,180,1,2017-02-11,2017-03-10,0
BYReJaJp0r5xwRsaM/B/murQWMdBDBIJROfd/Yn0CbI=,41,30,149,149,1,2015-09-18,2015-10-18,0
ZK8Vdd/glRtmgDFHkS+3Lb+2Af79hcQ2vUlEwvSAWLQ=,41,30,99,99,1,2016-01-10,2016-02-10,0
VUmvUSQcFFK7A/F0w7zo9QMCuN9gqtChuH2wFPRCTWA=,41,30,129,129,1,2016-07-18,2016-08-17,0
C2Zi3UJ3GFv18oUU6BwgvJr+0h05TVEsYJ0U2/jxOWs=,40,30,149,149,1,2016-03-11,2016-04-10,0
32sFFQrcmalPxCAQzrWZzgCrCGpvObAWaGeXPbz9ADo=,39,0,0,149,1,2015-04-30,2015-06-02,0
6+/fvQjzF/ijG7tZUJDvhDq0NsVLGXO97iQHRwL+J7U=,39,30,149,149,1,2015-12-02,2016-01-03,0
vDp6dERMX5IzLGGFRgvCsUVXFxUXhmgquX4zCViw5EA=,41,30,99,99,1,2016-08-25,2016-09-25,0
zKC+iquYcSxTLMKZTCYuQxCbb+L5PjbJ1/Brd/4Qpec=,41,30,99,99,1,2016-06-02,2016-07-02,0
mhAL/Rsnhq0QJcCNpJWRHI0oXNLdvzx/8+R2jJ2FMfc=,40,31,149,149,1,2015-02-19,2015-03-18,0
u/D9fAcdQoingwNpIGs2g2w+Jz5YTyEmlCMnMtouib0=,41,30,99,99,1,2017-01-06,2017-02-06,0
eydbzlueEMco0GTXnROBc73OGnkz/x+ruzFc32gJVDs=,37,31,149,149,1,2015-01-08,2015-02-08,0
OQyuQLv+ZpwOSs9keu2VsnQ6YgS0EUuSagUC9v7SJNA=,41,30,149,149,1,2016-09-10,2016-10-11,0
vJu7HjpLjdfAkgerEAVo9wBlvlLsI+qNS2fPTB+/yao=,39,30,149,149,1,2016-09-30,2016-11-01,0
Hxog2nqfDAg2sB5dPLrZLViZmg9RdS4Z1Zx0iryfCt0=,41,30,149,119,1,2015-09-21,2015-10-22,0
Wb7KGvhieNkYqIVGlBX4Vo0yI1PLJr+ZRjwADqD8Tz8=,41,30,99,99,1,2016-06-18,2016-07-18,0
5aRqonDBXfyc6sy8npUv6fJlr05pVPcsgeP9Z/UG4T8=,41,30,149,149,1,2015-05-21,2015-06-23,0
SGAdgCXi5CZcK+hnJAwPauyDSPMZUPRvFs7yqQVmmgQ=,41,30,99,99,1,2016-05-21,2016-06-21,0
RPLdWVYe6joZEnv9TzljsdCWMtKopKpRXk1hKAnQQCQ=,41,30,149,149,1,2015-09-27,2015-10-28,0
lsuoGtWHANFRP4VugBlb5VhpDHLm3ii/LmQpdpWABAQ=,38,30,149,149,0,2015-04-01,2015-05-01,0
u7RZjEzTT4ssoSej5lD7xRkuPUk/n17l6m0wGp5jQoA=,34,0,0,149,1,2015-10-31,2015-11-30,0
QpOR6R8tG9iOllDKnsWuUUHcabwqmh41eQNM/djcifw=,35,7,0,0,0,2015-06-07,2015-06-15,0
QFmaTkAgLa0/ykOVx0bhF+gdWiEoHoQaXM5Fis7icKI=,40,30,149,149,1,2016-06-11,2017-03-08,1
hdXMVxikL7NUg/bKg8JhXRlwr7LJD0fBxdvb9lO67n8=,33,0,0,149,1,2015-08-31,2015-09-30,0
RGNvc8r0mFRNOWl5xNFfL5fD1VzHGbin/nnDHIhM+7k=,40,30,149,149,1,2015-11-24,2016-01-13,0
ircw6eD3bQMHb5+cMmBmZYSDE3QwYrhzbUWxwBk9qkY=,39,31,149,149,1,2015-02-28,2015-04-09,0
cvEIbBxBxxj+iduuwoEfMAcAv4k/rt7dbi4AZA+13Do=,41,30,149,0,1,2015-09-23,2015-10-22,0
ZPOjgxQw1/J7v5xgBJTCLXWuwq5Xmk33nO6AoUO1+mY=,41,0,0,149,1,2015-05-02,2015-10-31,0
hH0gtITJ7nTFCgYsYQcpGD0dG9su7/mn/MOiy9cpeMM=,41,30,99,99,1,2016-12-10,2017-01-10,0
PwB0yZDLHNcP5mcwoBjB1VovnA3QIj4tMtcNJAZTGSY=,37,30,149,149,1,2015-09-15,2015-10-15,0
Ep8F5T5N2HwmC6Pe47nOH65/IPtxOfBL971gOqOCF14=,40,30,149,149,1,2017-01-13,2017-02-13,0
Ukq11qvS73S+CjrwP6vha1cI3zxEmwpuneAfi3M0g0U=,33,30,149,149,1,2015-12-31,2016-01-31,0
x1zmRBFVBQztL6W8cvXFVOMfqBPcjTydo/n6O6wc5HA=,41,30,129,129,1,2016-07-11,2016-07-11,1
0v4OfrVVpZi3yKnzJ418wCSC+y1h8rjqzMSeZMEDqfg=,41,30,99,99,1,2016-07-06,2016-08-06,0
UeNsCa2K13MFgfo2ZVTgiN2gtZNAf8sv2tk8QBJJzoM=,34,30,149,149,1,2017-01-31,2017-02-28,0
Mh/HqI4kuKPhHsMGWs0Nl4nWHFdGL9oEx8QaLdX+zts=,41,30,99,99,1,2017-01-31,2017-02-28,0
+XwYcxM311z03ktr+45BaJb7MZWmOhdAaQVvP0QRcnE=,29,30,180,180,0,2016-12-23,2017-01-22,0
u5vJESuKbhq1epRBYWDwlK//nWhcBduzRne3qYip7JM=,40,30,149,149,1,2015-08-21,2015-09-20,0
zfwHJ6LRTVfIhmwU6dm18f4nQhNJklA1dc/YM6tYmJE=,36,30,180,180,0,2016-09-09,2016-10-09,0
hmNX8CkpHl6b/l4doCgNt45nnb5px8t4kJOjYAA+3Hk=,40,30,149,149,1,2015-12-01,2015-12-31,0
9H4Sb7DxkxlwybnA/ByBtWmwXsO6L8sVGyTegzgMiU8=,41,30,99,99,1,2017-01-10,2017-02-10,0
62xxlF8H99B38dwMohiy2cJDcAuSOgs2tW+4NrQeq5Q=,41,30,99,99,1,2016-02-13,2016-03-13,0
05HpE3GPx6kR8RluHei8HRi79Vv9TJ1H/eWt44V7krc=,30,30,149,149,1,2016-11-01,2016-12-01,0
pjHjmVHBmG4PtwHt2ZU38BDd9NSy5rBm2fAX9shs8oU=,41,30,99,99,1,2017-02-21,2017-03-21,0
KY+zSKR+OeqFgX3B1ShNJy/eZ887iYNL/OVcRnmkC0E=,41,30,99,99,1,2016-08-10,2016-09-10,0
RGNvc8r0mFRNOWl5xNFfL5fD1VzHGbin/nnDHIhM+7k=,39,30,149,149,1,2016-08-31,2016-10-17,0
9cHBxK4WcXTOSFlF1hzgk//JUpQvQh6lDhd8pysEQoo=,38,30,149,149,0,2015-05-29,2015-06-28,0
Z6YiBxplWS8AHjIA0xhqWVTmCP4dJ8osqVUCXP10MQA=,40,30,149,149,1,2017-02-07,2017-03-06,0
bO6BEBR1kOHur6g6DM6iVp5suRyYZ4LLmeFWgD9f3Dc=,41,30,99,99,1,2017-01-13,2017-02-13,0
217IFkA4TYodR54lPJD6Sj8adUKz4dAtQMeDNA2DGYM=,41,30,149,149,1,2016-11-30,2016-12-31,0
OiAr79LFVEAwXjQbvem6iGIudLKXr/V2+knHgxAH50c=,41,30,149,149,1,2016-12-31,2017-01-31,0
Cw40DlKWceN22pcYz4w56K47jljL4XSlOryqg+XN8HY=,41,30,149,149,1,2016-12-08,2016-12-08,1
VpjhZUuytwxm57chZp+z52K6RhNLIDMI1LF8qGvoitE=,41,30,99,99,1,2016-01-14,2016-02-14,0
YFvt9UejE5YYgD8ogqTigVXcg6p6XdnYE7udySY1wXQ=,40,30,149,149,1,2016-04-13,2016-05-15,0
NZTcUtsN+DvyB+c2er9ygbdaWImqjzPPkOfrJuO/sYM=,41,30,99,99,1,2017-02-26,2017-03-26,0
6AlhcKC/DUdg3kUXc5AAxgQ1y0SAyrTEoE+2Db4sZO4=,41,30,149,149,1,2015-07-11,2015-08-12,0
Na2ja4CnmzA9fFWKiF6nm7bVcvYbQBzcOa4JZ62LXjA=,41,30,99,99,1,2016-05-13,2016-06-13,0
O3WOE7YW2ZWh5xTvU6IPWioShRfN6CfcMu5s132Vmwk=,36,30,150,150,0,2016-02-09,2016-03-10,0
WwJw5CvRr5QjX/yDjem1HI7U3vnjTJGDEKVOXEss9PQ=,41,30,149,0,1,2015-12-28,2015-12-28,1
z4HDOa8RJjCO2ZxD51TLrt0AoDxy5f9XnES4X2qqeTo=,34,30,149,149,1,2016-10-31,2016-11-30,0
CepLGCWZ10kd5gHY8NYAAMRh9h3THx0XtWBVuKwkoYQ=,41,30,99,99,1,2017-01-31,2017-02-28,0
KDkkSTo/agz9m6aJ6ZMYeG1fnW0m/+kHl1vXJC+AQgg=,41,30,99,99,1,2015-10-01,2015-11-01,0
Z/UShDw52UmGZiKfOC/3rpRFMOU77491GqMR0OVVWrw=,41,30,149,149,1,2015-10-12,2015-11-14,0
+qUsDOpLDs7FjsoKapo6YmSObxj5GqKMqykRIkE9UMw=,41,30,149,149,1,2015-05-17,2015-06-17,0
J3VLVPll5bJccamr97mfk8Go+aP7JmZGXcKWzBCegLQ=,41,30,149,0,1,2015-02-26,2015-02-25,1
m0oTs7jcQSbDbKvInAVpzKnhjNAW7TzxIZbd6C1zc3M=,37,30,149,149,1,2016-11-13,2016-12-12,0
e1wXRh8DzOc43aaDK4jLvtXcW8vEB4zK4ds24z6oXP8=,40,30,149,149,1,2016-03-19,2016-04-18,0
Gn1kJWTyCTFGTFrSGkF3C+B2hWQutpzrSjJII9IySb8=,41,30,99,99,1,2016-11-09,2016-12-08,0
1oNJ6i85ATkXVWLIwt07mcXlXdamXQcnm/922XJNnWM=,41,30,99,99,1,2017-02-18,2017-03-18,0
dtabBkb2TOwR65bex6UWBGI6Ep8Y9onBStUaVzxH/MU=,41,30,129,129,1,2016-01-21,2016-02-22,0
ucyweLqoRlgVbDp+wdzQXpwj6OGhjhmQ1XlIF/H1OOw=,41,30,149,149,1,2016-04-17,2016-05-17,0
L+SNt65+Hhjyp/bL5l82Y0uU0X4raPs6uva//D7qYrM=,39,30,149,149,1,2015-09-30,2015-11-27,0
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,34,0,0,149,1,2015-10-31,2015-11-30,0
CFQES/mxSzMqHGGeALzJ8l0FcMeUAQjSpjB4xNlxNqE=,41,30,149,149,1,2016-02-01,2016-03-01,0
6+2SycgYSxQ3Zoqx4cKqB1PBFDSwoo24nGo79AHJ3Ag=,41,30,149,149,1,2015-04-09,2015-05-09,0
Rugm47CRyCxQLeQwaLjxthB+QWgv/PwoB45sTsHE+9Y=,41,30,99,99,1,2015-12-23,2016-01-23,0
7e6vGcHF4BR/STu26ZCUkeA9qP34Zzn3g0+PSkjuAQI=,40,0,0,149,1,2015-04-26,2015-05-25,0
PE7b81mUmshR4LpNLd2RcwDW5tEwggH1Mkmi/wYRoVs=,41,30,99,99,1,2017-01-07,2017-02-07,0
Zu8N/9AdMgAYZeJS1tHXX3M+zL2XFZvyrtz6+ViU4BQ=,36,0,0,150,0,2015-05-11,2015-07-10,0
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,40,30,149,149,1,2015-11-11,2015-12-13,0
XDHtxJ1ZySu8tlkg/skW1xr0Qjoe7Ko0JuOlZvABNpY=,37,30,149,149,1,2015-07-23,2015-08-22,0
777h085T/ZhBlnlLKouFjzCpTmlRvG0QZMxzON4V5pA=,38,30,149,149,0,2015-05-17,2015-06-19,0
69tihm91roH4FY30zSO0IQarnOoKwVxgFss1wurgooo=,41,30,99,99,1,2016-12-17,2017-01-17,0
mfxpoip3t5Uw0CEkE4sVhy/j3J+UjAgB1j6T8hkCRb0=,41,30,99,99,1,2016-06-12,2016-07-12,0
OCLnPq1M8n+aC0AKcbvUSA/ny92D9lcmQLSvpoGWveY=,41,30,149,149,1,2016-01-12,2016-02-12,0
/Ngg78Lr5CaBPKThWyxEJqrD/mBPD3BpDBa5qAm0Naw=,41,30,149,149,1,2015-04-13,2015-05-13,0
cxSqKGPe8q71XRCL6p28tmnUXpVocYkU7ufeIGZwFvc=,41,30,149,149,1,2015-06-19,2015-07-19,0
bZEUzbeTX+6fCCIjg4EXMcb7wSak2SixL8pj07BMNkM=,41,30,99,99,1,2016-07-27,2016-08-27,0
M3sY2BL975XvvkXhiidJVGITvab7JvC4P1fFJ+FTZQE=,37,30,149,149,1,2016-05-11,2016-06-10,0
NKX12Q82/jA8dzuodfS3DC5xz1KTm3J6z20MHgRxExI=,41,30,149,149,1,2016-04-09,2016-05-09,0
QfKqOG/8Nlxf4RCgc5sw2EEXzolFoW5c0j7fZUqWLpQ=,41,30,149,149,1,2016-04-22,2016-05-22,0
axagTx/AT2d91y0cK24LLuLtR+6FluGtQWKV3X9dkaA=,38,30,149,149,0,2016-11-11,2016-12-11,0
GYXus/2elqWIK/Hy9UCSKLGqA8KgCxipE4yALW1jg08=,41,30,129,129,1,2017-01-22,2017-02-22,0
vYG9pWwJaY8DWeP5pUXpt+QA8dmOlNF5R2aQ+abJteQ=,41,30,99,99,1,2016-01-28,2016-02-29,0
dv6k7L+t7FPr8DA0e338eoVK6zu3HldkpejLFJ75/JA=,41,30,149,149,1,2015-05-19,2015-05-18,1
/J9rvf6thqnAKJ+KsmkHULvUdgLOLEHbpyh7oJueygw=,37,31,149,149,1,2015-02-18,2015-03-18,0
+FMjiiorqZQ3ZzNNmgO0vZM2yh8IHPvWSvwy2fSBMLU=,41,30,149,149,1,2016-10-31,2016-12-01,0
S2abtQKeI0USl8bahIHfFwDm6Zm+6DJeLyt/L3mHhYA=,35,7,0,0,0,2016-10-19,2016-10-26,0
x1zmRBFVBQztL6W8cvXFVOMfqBPcjTydo/n6O6wc5HA=,41,30,149,149,1,2015-10-13,2015-10-13,1
SGAdgCXi5CZcK+hnJAwPauyDSPMZUPRvFs7yqQVmmgQ=,41,30,99,99,1,2016-02-21,2016-03-21,0
nBa4JxlW3k/H80nMW4YZ7wLq/0btQrdPzFZd8RpC6Lc=,40,31,149,149,1,2015-01-21,2015-02-20,0
eev5GRFvcViEUTMfpWZLURneVRFJ+aiWbzkS/Hf2zm4=,41,30,99,99,1,2016-09-30,2016-10-31,0
GYsqC7BQm2jxsXpCXqKmUKL0pziRBiVlNyusbkcw++A=,39,30,149,149,1,2015-08-31,2015-10-17,0
WAgScmwVoWTiNJ7dPL8SqWelrocpooNxSzxwBMOPwFM=,41,30,149,149,1,2015-10-31,2015-12-01,0
7e6vGcHF4BR/STu26ZCUkeA9qP34Zzn3g0+PSkjuAQI=,40,30,149,149,1,2017-02-26,2017-03-25,0
/G/XFknHm94YVoCefhCyvnB9mAFM0rUSMqSNA/n+jTg=,34,0,0,149,1,2015-08-31,2015-09-30,0
7Quv3Pq+zVTXG8tWBiVvgGoJ4x2QGMyEH83YIBT0kOE=,40,30,149,149,1,2017-02-12,2017-03-18,0
zzWbNfxs2hJmRe82uVTk+0rIhuu8MqQngjdgmc5Oerk=,40,30,149,149,1,2016-06-11,2016-07-10,0
WuapO6dgrN/JVQlYDNRcEqJY4/HpvFBR0Riat10LfLQ=,41,30,149,149,1,2015-03-16,2015-04-16,0
h3QY8M7KuWrC0Gt8O7UR+9uqtxs4PAt/vmzjhcyVIBc=,38,30,149,149,0,2015-11-08,2015-12-11,0
nLJ+juiu0N8Ks2AyOW8f891TIf3W/vpf3/HQC7moCY8=,41,30,119,119,1,2015-12-10,2016-01-11,0
tmlp+hfKEbPiYc01+t7lgavFYp/6VcnzX7hVTKB7YEs=,34,30,149,149,1,2016-12-31,2017-01-31,0
ugVyRJzoqT8xpRXyZbDxljV3A3JEHCFJi6CLeLJjhfI=,41,30,99,99,1,2016-11-18,2016-12-17,0
SzUjZxGB8TgXNlztezhVlgtnVbds9kwzFYvgJLYhL+U=,41,30,100,100,1,2017-02-21,2017-03-20,0
OKRwh7OLUjAJfVtTUOm5usSPRlJw7cRfIq7clTchCTs=,41,30,129,129,1,2015-09-12,2016-03-13,0
EEwp7dhVZCdDcBRd1cVF4853NtpGTY3weASm1ysa/ac=,39,30,149,149,1,2017-01-31,2017-03-03,0
h/+iUPa2NetoUkXGEe4gGOKzMU8IlhgZcFOXlyUKBho=,40,30,149,149,1,2015-09-01,2015-10-02,0
32sFFQrcmalPxCAQzrWZzgCrCGpvObAWaGeXPbz9ADo=,39,31,149,149,1,2015-02-28,2015-04-02,0
0FClO+ebq0qQw1YfPaBq3Giea7hpCSnOnpkzbwZ/nv8=,39,31,149,149,1,2015-01-31,2015-03-23,0
FreG40qDS5ad8DP8UYJXzkTNjIaZ7EqdSPIIwvOWO9Q=,40,30,149,149,1,2015-06-14,2015-07-13,0
5huMsGxTZr7FX4ykOtgUsVxnb65TekWaVxlobdtU4gg=,41,30,149,149,1,2016-05-14,2016-06-15,0
AE4THAAVLxeywcYzdcYXOFVeAhuOt5ztorE49xYrVMA=,38,30,149,149,0,2015-12-26,2016-01-25,0
K9+kr04OzcmCVY/Gqai7wF04sZ4HSiM7FkteJ4+JSAs=,41,30,99,99,1,2016-04-03,2016-05-03,0
zzWbNfxs2hJmRe82uVTk+0rIhuu8MqQngjdgmc5Oerk=,40,30,149,149,1,2015-07-11,2015-08-10,0
EkzJSIKDPpgAekuCeQ+Lu7Oc7upU+hv7B1GDv5/al1E=,41,30,149,149,1,2015-04-03,2015-05-03,0
mTdgu/tI9hTCOKulPPx+RErzodTy0E6CXCROiTm/NEs=,38,195,894,894,0,2015-02-05,2015-08-19,0
Yz9RNEQJV8Yfxy7H3ZCQibyL4J/jMaJ6+DsqHoafBUM=,38,30,149,149,0,2016-02-12,2016-03-13,0
6oDcatn+VyeNvbeTtxKbiM0S9rAkbxjyHCxtaSTGJ9Q=,39,30,149,149,1,2016-11-30,2017-01-09,0
K05pqntYd5VfaRIFTA92THkZ/SJeolwLzCRrtX6HrhQ=,41,30,149,149,1,2017-02-18,2017-03-19,0
r05Ym7kYj2sj0XtOKA7hXZdxDC9AfZOQIJuRqb4bhx0=,37,30,149,149,1,2016-08-14,2016-09-13,0
J64TOgceyYHyl8rH2QtIqwjEPOqlGPAtQq0W8BtFFtY=,41,30,129,129,1,2016-04-04,2016-05-04,0
aKllE+brq8GUu8vNUgmZDl+jrAp/2DWEDF6XBwMgijI=,41,30,149,149,1,2015-12-17,2016-01-17,0
KKltAMT466kljBhsg87dGP2Mkp6roXJ1eATXwBvF0g8=,40,30,149,149,1,2016-03-18,2016-04-20,0
uySBBwzZxSdtYUo6leYTI2pFYOEehPjCLsVvdWdWCj0=,39,30,149,149,1,2015-06-30,2015-08-16,0
vQ2l230cHjkI2MV+GOQv7er5KevjKfv9arb2bFTuwgQ=,29,30,180,180,0,2016-06-25,2016-07-25,0
zDkPN3pyfCOKneGf5AXyjUdwZ4QCqwHNqOGsTzFWMjE=,41,30,99,99,1,2016-08-02,2016-09-02,0
dTLArQWfir49PIlpN7qkzd0QiLRRdUyu4mYeXFY3G9Y=,39,30,149,149,1,2015-11-02,2015-12-11,0
zJ4UNl3LwJ3a9ORkgz2I4zUkrKC2Ano4NPSNPshsNKE=,41,30,99,99,1,2017-02-08,2017-03-08,0
qQUoDgpxDulnQ++0gIBr0QS5G12MrY2jlfOHuPMEIdw=,37,30,149,149,1,2016-11-01,2016-12-05,0
2oyrYh0pkHRGmPKWwvSfxhf2KPTqy0L02A0EAfw2KwQ=,39,30,149,149,1,2015-08-31,2015-10-26,0
5mjlCCvY7g5i9DO9ydWqFk76iu4oSzng33mNasXYSl8=,41,30,149,119,1,2015-03-10,2015-04-10,0
72A6mKXzEFxPH+5nBE5cDVFtEqHLznBpfP3QztmfLI4=,40,30,149,149,1,2015-06-06,2015-07-05,0
HB1X+xGjumfy5qpaQo9WwjXfgjze2JsZtZmiNIjbtuQ=,38,195,894,894,0,2015-10-02,2016-04-18,0
9QjAXTcW9/sIQraMbewFY5TGOyxUifN5VisMSwmAxN8=,41,30,149,119,1,2015-03-03,2015-04-03,0
yryd40RHbpBFDCWQJJsGGY68TPECO2f6bm4MNHoH5nw=,41,30,99,99,1,2017-01-20,2017-02-20,0
dNiKc3qV01kLxWM0Z1xG2brEAySEQetghULb7yEVK7U=,35,7,0,0,0,2016-10-24,2016-10-31,0
k/lyaFqthvUVpDvWI0MP4LfWTx+6xvM8YtnQyN/38GM=,33,30,149,149,1,2016-01-31,2016-02-29,0
6Dc8NKmdqQZrDZU6h0dugnc2u7AbxSrIUsDJprPCeFA=,41,30,149,149,1,2016-05-03,2016-06-03,0
wfxgKw2u74+z3s/ZPNF9tUb4LTCHvhVYsFkkdpaRZVE=,41,30,149,119,1,2015-08-26,2015-09-28,0
P+PhKgNqwCgB2yoylxyTPrCkIWOIa3/QW0650BIKjoQ=,35,7,0,0,0,2015-06-08,2015-06-15,0
6WsZpF1f7KXeAbTXXShp+a8J//26RzuJOGNCWkKJJlw=,29,30,180,180,0,2016-11-24,2016-12-24,0
vaw+gPC7uozA4cjy9vY1lo+7L+NaMJc8qz9Rd8FMUcY=,41,0,0,119,1,2015-05-02,2015-06-03,0
ytpni7fGQ7rN0E42iOQyYaUHYW1kwVFqkXaGvu49z14=,41,30,99,99,1,2016-04-26,2016-05-26,0
obSuU6LWAl853l1iCmWmAa+kQwv170BGYKKVd0tQtTQ=,41,30,99,99,1,2015-10-18,2015-11-17,0
F6ky+yBHXYKzY6CR1pIwZ0GTUM9kr863Bdqkt1LinSs=,41,30,99,99,1,2016-10-06,2016-11-07,0
V99DbOIG5k60x1jcpB0msW/iinYfI7bL+J4YCtyuc/c=,40,30,149,149,1,2015-07-04,2015-08-03,0
cSNn9u1I5pzTYlLQZNMkryBSrt7z7M0ZEMomoRP0zVg=,41,30,99,99,1,2016-06-13,2016-07-13,0
CSJvPGXGCvzYgmgAhyRJ9go41SQZ7gXQFUk9KiehrJc=,35,7,0,0,0,2016-10-26,2016-11-02,0
bGxF/WaXpIGr39PfAz5O43Ijhi51Slku8dFtDjAweQ8=,41,30,99,99,1,2016-06-12,2016-07-11,0
rrbaGKwJyEG317RmL2GiCe6TZ/pg3GuAe/ppj2cHHIA=,39,30,149,149,1,2016-03-09,2016-04-22,1
wZEUbyFzZwdKCnWnSHv5Q+2aHB5X2JBassuQUFy3KwY=,40,30,149,149,1,2015-08-20,2015-09-19,0
ymqSy2f5xZtRGo5DZQW2va2q2vxKjiIyVPE12anyVzo=,41,30,99,99,1,2016-12-08,2017-01-08,0
K50FACXajko0MIM7iTl9V62SrbCCzxDHaued/yS51xA=,37,30,149,149,1,2016-12-15,2017-02-08,0
GYXus/2elqWIK/Hy9UCSKLGqA8KgCxipE4yALW1jg08=,41,30,129,129,1,2017-02-22,2017-03-22,0
LHjrZBjEa174FOZ4M7OirVlL8yvazN/609+xK4LjDp8=,38,30,149,149,0,2016-12-12,2017-01-11,0
JNUUB3Q1soFXmzV3ofIJg0KERsKZ2zDSciZ11XqG/YM=,41,30,149,149,1,2016-04-25,2016-05-28,0
LWthmQDx4PfMAXkXEKIZTGfBKJN71UYTrldnSz/uO+U=,41,30,99,99,1,2016-06-18,2016-07-18,0
zfwHJ6LRTVfIhmwU6dm18f4nQhNJklA1dc/YM6tYmJE=,35,7,0,0,0,2015-12-29,2016-01-12,0
EkzJSIKDPpgAekuCeQ+Lu7Oc7upU+hv7B1GDv5/al1E=,41,30,149,149,1,2015-03-03,2015-04-03,0
0TjHdP9hhqz3APcBohUn0Aii4qy7uH4gHIYOUzsnXRU=,41,30,149,149,1,2017-02-27,2017-03-27,0
fmY/8T8R1yKGKguiF0FLiSFqZyy3bxdGuz1HzfhCDqs=,35,7,0,0,0,2016-11-11,2016-11-18,0
FreG40qDS5ad8DP8UYJXzkTNjIaZ7EqdSPIIwvOWO9Q=,40,30,149,149,1,2016-02-14,2016-03-13,0
6QDaP47o5kO73u4Iq6itXuCTF50nEJ3Iw6X3ENxLgPE=,41,30,149,149,1,2017-01-09,2017-02-10,0
lPquSR54VudBeff6lyMX5Ba0TeFQZ6TSG76z9YpjJYU=,40,30,149,149,1,2016-01-12,2016-02-11,0
akzS2kk5aKJHBHltwKv8DcOqwjGVMDKzOs1Kq29NEMI=,41,30,149,149,1,2015-06-30,2015-07-31,0
cZNoCyjFV3jaruV+1MXRgwj+bx3truIFzG7qP127hEE=,41,0,0,149,1,2015-04-30,2015-06-01,0
502cLlH9aIR+V0A8lA+/xz8TVfN+p+nrf0XBZk0fa14=,41,30,129,129,1,2015-07-25,2015-08-26,0
