msno,cutoff_time,label,days_to_churn,churn_date
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2016-10-01,0.0,,
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2016-11-01,0.0,,
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2016-12-01,0.0,,
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2017-01-01,0.0,,
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2017-02-01,0.0,,
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2017-03-01,,,
4++INLgF+6MCQiKmaTZh1blavlaqFNti2mpmNYrq8fw=,2017-04-01,,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-01-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-02-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-03-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-04-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-05-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-06-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-07-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-08-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-09-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-10-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-11-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2015-12-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-01-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-02-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-03-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-04-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-05-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-06-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-07-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-08-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-09-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-10-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-11-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2016-12-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2017-01-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2017-02-01,0.0,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2017-03-01,,,
4/vSkL6L0pqUiKChoafDmUu25EHN4wyFWqLE4EXwJZs=,2017-04-01,,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-01-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-02-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-03-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-04-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-05-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-06-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-07-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-08-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-09-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-10-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-11-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2015-12-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-01-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-02-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-03-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-04-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-05-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-06-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-07-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-08-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-09-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-10-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-11-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2016-12-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2017-01-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2017-02-01,0.0,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2017-03-01,,,
41oKaQQ2+iRATT3wSAYlvDdnowx3h0NL25DboDji1Dw=,2017-04-01,,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2015-10-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2015-11-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2015-12-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-01-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-02-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-03-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-04-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-05-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-06-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-07-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-08-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-09-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-10-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-11-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2016-12-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2017-01-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2017-02-01,0.0,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2017-03-01,,,
44Y3AiwDn+VxoZiYeGxbykqT3YQa5HOSUwfuE/1LDUw=,2017-04-01,,,
4679+Q0eC38BDvp8hJDigyVqGDSTvbY+4xBp9vnxiFs=,2015-11-01,0.0,,
4679+Q0eC38BDvp8hJDigyVqGDSTvbY+4xBp9vnxiFs=,2015-12-01,,,
4679+Q0eC38BDvp8hJDigyVqGDSTvbY+4xBp9vnxiFs=,2016-01-01,,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-01-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-02-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-03-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-04-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-05-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-06-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-07-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-08-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-09-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-10-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-11-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2016-12-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2017-01-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2017-02-01,0.0,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2017-03-01,,,
47QV98ft58teRk919Fi+SRPbN8znbeFKzPl1AQKNUac=,2017-04-01,,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-03-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-04-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-05-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-06-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-07-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-08-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-09-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-10-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-11-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2015-12-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-01-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-02-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-03-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-04-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-05-01,0.0,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-06-01,,,
4883MeQY3wbTCpYZjLoDdbLkHUnrVQ1aIb1u/BGltPg=,2016-07-01,,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2016-07-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2016-08-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2016-09-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2016-10-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2016-11-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2016-12-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2017-01-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2017-02-01,0.0,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2017-03-01,,,
4CC0CJhkedmFmUiahh4vC032zPXtcHF8BJ7dID7j3VU=,2017-04-01,,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2016-07-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2016-08-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2016-09-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2016-10-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2016-11-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2016-12-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2017-01-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2017-02-01,0.0,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2017-03-01,,,
4CrqdOXMst6R1NqD/6DUPAQyrMsQfIXMc4PSGRGFOz0=,2017-04-01,,,
4DJq4tlT5NAe1V6geS689kVgIoTaEKGheD9aeNb0N/M=,2015-11-01,0.0,,
4DJq4tlT5NAe1V6geS689kVgIoTaEKGheD9aeNb0N/M=,2015-12-01,,,
4DJq4tlT5NAe1V6geS689kVgIoTaEKGheD9aeNb0N/M=,2016-01-01,,,
4JapXiAsZ/Nx7YOhbnA3pD8xI/eSO2VFDc/oF0jHC3Q=,2015-06-01,,,
4JapXiAsZ/Nx7YOhbnA3pD8xI/eSO2VFDc/oF0jHC3Q=,2015-07-01,,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-01-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-02-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-03-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-04-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-05-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-06-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-07-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-08-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-09-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-10-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-11-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2015-12-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-01-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-02-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-03-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-04-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-05-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-06-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-07-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-08-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-09-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-10-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-11-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2016-12-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2017-01-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2017-02-01,0.0,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2017-03-01,,,
4JkNMKBEG9XZPdxwSGIauO9ZQPP1FXUnEyxDRjGJuBc=,2017-04-01,,,
4M2szxo/HRYgqpSAy7qIgnHTA284A/zKZuD2gqEDlHU=,2015-06-01,,,
4M2szxo/HRYgqpSAy7qIgnHTA284A/zKZuD2gqEDlHU=,2015-07-01,,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-06-01,0.0,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-07-01,0.0,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-08-01,0.0,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-09-01,0.0,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-10-01,0.0,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-11-01,0.0,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2015-12-01,,,
4Me+mLwFr5uNCcr+1kuwtmzgCokpJSio9lbeSgO+izw=,2016-01-01,,,
4N5o4a4fZ7tXLi77+TVu12sIN5Kuuuo0PrPU/3fmeRc=,2015-06-01,,,
4N5o4a4fZ7tXLi77+TVu12sIN5Kuuuo0PrPU/3fmeRc=,2015-07-01,,,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-03-01,0.0,92.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-04-01,,61.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-05-01,1.0,31.0,2015-06-01
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-06-01,0.0,0.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-07-01,0.0,632.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-08-01,0.0,601.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-09-01,0.0,570.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-10-01,0.0,540.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-11-01,0.0,509.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2015-12-01,0.0,479.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-01-01,0.0,448.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-02-01,0.0,417.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-03-01,0.0,388.00000000000006,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-04-01,0.0,357.00000000000006,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-05-01,0.0,327.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-06-01,0.0,296.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-07-01,0.0,266.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-08-01,0.0,235.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-09-01,0.0,204.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-10-01,0.0,174.00000000000003,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-11-01,0.0,143.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2016-12-01,0.0,113.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2017-01-01,0.0,82.0,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2017-02-01,1.0,51.0,2017-03-24
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2017-03-01,,23.000000000000004,
4QUdvHhlCBsJkeXidIVtY6K7OhfaPnTF+Wy/l9zOUzw=,2017-04-01,,,
4SPWSnIkwSHut6ySA+/AqkVf+U7zetH5skntpLbPsOk=,2017-03-01,,,
4SPWSnIkwSHut6ySA+/AqkVf+U7zetH5skntpLbPsOk=,2017-04-01,,,
4TqpvYFjWwIAKCDGO3cNz3jrNi/kKWOLv6IotNDJy9I=,2016-02-01,0.0,,
4TqpvYFjWwIAKCDGO3cNz3jrNi/kKWOLv6IotNDJy9I=,2016-03-01,,,
4TqpvYFjWwIAKCDGO3cNz3jrNi/kKWOLv6IotNDJy9I=,2016-04-01,,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-01-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-02-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-03-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-04-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-05-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-06-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-07-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-08-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-09-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-10-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-11-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2015-12-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-01-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-02-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-03-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-04-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-05-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-06-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-07-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-08-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-09-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-10-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-11-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2016-12-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2017-01-01,0.0,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2017-02-01,,,
4UA5jqS+ExX4iUgKqEO5eZ3o5I6mH2q0G4ZdmW9Z3zE=,2017-03-01,,,
4UyfRrQO7CRBPLBh6otpx19m5Nj/GZGLJuHP3ZluvJ8=,2015-06-01,,,
4UyfRrQO7CRBPLBh6otpx19m5Nj/GZGLJuHP3ZluvJ8=,2015-07-01,,,
4VOspojc/c44oIUf6K5XEDRUKZYCLey2zjVAi4EC0Lc=,2016-11-01,,,
4VOspojc/c44oIUf6K5XEDRUKZYCLey2zjVAi4EC0Lc=,2016-12-01,,,
4WIPgbhqamAckwuopulak5tSprGXfS3IpfDOW/+OMQ8=,2015-01-01,0.0,,
4WIPgbhqamAckwuopulak5tSprGXfS3IpfDOW/+OMQ8=,2015-02-01,0.0,,
4WIPgbhqamAckwuopulak5tSprGXfS3IpfDOW/+OMQ8=,2015-03-01,0.0,,
4WIPgbhqamAckwuopulak5tSprGXfS3IpfDOW/+OMQ8=,2015-04-01,0.0,,
